Address,Age,City,Education,Employment,Fertility,FirstName,FullName,Gender,HairColor,Height,LastName,MiddleI,Race,Salary,State,Weight,Zip
4700 E. Cedar Avenue,65,Sunnydale,MAS,E,2,Wayne,Wayne E. Murphy,M,Red,70.92,Murphy,E.,W,61.0,IL,163,41508
1168 E. Washington Road,75,Eerie,PHD,C,2,Patrick,Patrick C. Lee,M,Red,71.88,Lee,C.,W,73.5,WA,222,30481
5470 W. Hill Avenue,73,Tampa,MAS,L,2,Sue,Sue B. Olson,F,Brown,70.61,Olson,B.,W,44.07,FL,137,61732
4988 S. Cedar Road,70,River West,PHD,L,1,Gaffar,Gaffar Arafat,M,Black,64.27,Arafat, ,A,68.5,OH,158,87381
2572 N. Park Blvd.,55,Smalltown,PHD,U,2,Helen,Helen C. Patterson,F,Brown,69.13,Patterson,C.,W,50.7,MO,160,76133
5327 N. Pine Street,26,Atlantis,4YD,E,1,Suzanne,Suzanne E. Smith,F,Brown,66.44,Smith,E.,W,49.92,KS,117,11716
3649 N. Lake Road,71,Buffalo,2YD,U,1,Douglas,Douglas S. Campbell,M,Black,71.46,Campbell,S.,W,53.0,NY,164,62298
3909 N. Pine Street,47,Vice City,2YD,C,1,Gina,Gina M. Miller,F,Brown,63.09,Miller,M.,W,46.800000000000004,KY,120,52337
4125 W. Maple Blvd.,25,Green Bay,2YD,H,2,Alemwa,Alemwa E. Spencer,M,Black,73.47,Spencer,E.,I,53.0,WI,152,61751
265 N. Lake Avenue,34,Racine,PHD,E,2,Edna,Edna C. Ward,F,Brown,66.73,Ward,C.,W,55.38,WI,156,25847
876 W. Pine Road,63,Sacramento,PHD,U,2,Imani,Imani L. Sanders,F,Black,60.77,Sanders,L.,B,50.7,CA,171,77521
4225 W. Hill Avenue,71,Lakeview,GS,L,0,Claudia,Claudia M. Long,F,Brown,65.21,Long,M.,W,39.78,NC,158,66909
8478 W. Pearl Street,70,Sacramento,HS,S,0,Damien,Damien F. Kelly,M,Brown,65.55,Kelly,F.,W,72.0,CA,169,60683
9674 S. Pearl Street,59,Los Angeles,4YD,S,2,Kase,Kase J. Cook,M,Black,68.77,Cook,J.,W,61.0,CA,174,64338
8002 E. Pearl Blvd.,23,Balmora,GS,H,2,Theresa,Theresa B. Hill,F,Brown,65.25,Hill,B.,W,45.63,GA,125,88191
1330 S. 95th Street,54,Mordor,MAS,E,3,Anthony,Anthony S. James,M,Black,73.78,James,S.,W,55.0,AK,154,76885
5949 N. Pine Street,39,Oldtown,PHD,H,6,Dorothy,Dorothy M. Reynolds,F,Blonde,62.25,Reynolds,M.,W,41.34,NC,180,48003
5508 W. Washington Road,70,Sunnydale,MAS,C,2,Brett,Brett F. Long,M,Brown,64.43,Long,F.,W,55.0,GA,204,69501
2420 N. Oak Street,30,Smalltown,2YD,L,0,Malene,Malene R. Watson,F,Black,60.67,Watson,R.,B,50.7,MI,154,20895
8567 W. Clarke Street,73,Eerie,MAS,S,0,Dionisio,Dionisio T. Duran,M,Black,69.6,Duran,T.,H,74.0,TN,187,57948
3641 E. Pearl Road,19,Mordor,HS,H,2,Billy,Billy R. Hayes,M,Red,69.97,Hayes,R.,W,51.0,MD,165,38523
9218 E. Becker Blvd.,55,Winterfell,PHD,S,1,Greg,Greg E. Lee,M,Brown,73.46,Lee,E.,W,71.0,AZ,184,92760
7726 E. North Street,30,Mordor,GS,S,0,Clarence,Clarence R. Lee,M,Brown,70.1,Lee,R.,W,71.0,OK,145,25470
1901 S. 84th Street,28,Faketown,HS,H,3,Catherine,Catherine B. West,F,Red,65.51,West,B.,W,48.36,DE,141,62771
8802 S. Becher Blvd.,30,Metropolis,2YD,S,2,Tamas,Tamas W. Ross,M,Black,64.99,Ross,W.,B,53.0,MA,191,82151
7904 N. Pearl Blvd.,62,King's Landing,4YD,L,3,Virginia,Virginia N. Mitchell,F,Brown,60.93,Mitchell,N.,W,39.0,AK,146,44910
7363 N. Becher Road,21,Lakeview,GS,S,1,Dorothy,Dorothy E. Griffin,F,Blonde,61.94,Griffin,E.,W,42.9,IN,116,30322
7846 N. Pearl Street,27,Mordor,HS,S,3,Cruz,Cruz E. Munoz,F,Black,60.61,Munoz,E.,H,55.38,IL,147,58117
9306 W. Lake Road,56,Oldtown,GS,C,2,Jane,Jane C. Green,F,Brown,65.05,Green,C.,W,44.85,AK,126,20304
4786 N. 95th Blvd.,72,Westworld,HS,E,2,Dawn,Dawn A. Foster,F,Brown,63.99,Foster,A.,W,57.72,GA,133,12615
8819 S. 34 Street,69,Olympus,4YD,U,0,Deborah,Deborah A. Kelley,F,Black,63.32,Kelley,A.,W,49.53,MD,141,20162
9400 N. Clarke Street,45,South Park,HS,U,2,Jacob,Jacob F. Guzman,M,Black,68.24,Guzman,F.,H,64.0,MS,183,22276
3851 E. Arthur Road,71,Braavos,2YD,C,1,Darnell,Darnell C. Jefferson,M,Black,67.93,Jefferson,C.,B,56.5,MD,164,38669
5557 S. Oak Road,34,Blackwater,GS,C,2,Joshua,Joshua C. Moore,M,Brown,66.14,Moore,C.,W,61.0,WV,183,93484
2644 N. Pearl Road,63,Tampa,HS,U,2,Rebeca,Rebeca M. Silva,F,Black,61.31,Silva,M.,H,57.330000000000005,FL,124,51360
5460 W. Pine Road,64,Gotham,MAS,C,0,Paula,Paula I. White,F,Blonde,58.15,White,I.,W,46.800000000000004,NC,111,52285
3254 E. Pine Road,60,Balmora,PHD,U,2,Douglas,Douglas E. Bailey,M,Brown,60.11,Bailey,E.,W,74.0,MO,217,78524
5907 E. Becher Blvd.,18,Miami,HS,H,2,Isis,Isis E. Evans,F,Black,60.91,Evans,E.,B,44.85,FL,148,22353
859 S. Pine Road,73,Westworld,4YD,L,0,Lynn,Lynn H. Pfeifer,F,Brown,66.55,Pfeifer,H.,W,47.58,IL,168,64240
5881 W. Maple Street,55,Tampa,PHD,U,2,Candi,Candi H. White,F,Red,63.12,White,H.,W,42.9,FL,154,30890
7809 E. Holton Avenue,40,Blackwater,2YD,C,1,Jill,Jill E. Hall,F,Brown,64.06,Hall,E.,W,39.0,MN,150,62995
6734 N. Lake Blvd.,45,Blackwater,PHD,L,2,Gilberto,Gilberto L. Ramos,M,Black,74.68,Ramos,L.,H,68.5,NC,194,30210
546 N. Washington Street,20,Thundera,GS,C,1,Norma,Norma C. Hall,F,Blonde,64.62,Hall,C.,W,49.53,NJ,168,79558
6558 S. Lake Avenue,67,Fresno,GS,U,4,Patrick,Patrick C. Collins,M,Black,69.96,Collins,C.,W,61.0,CA,209,68636
4054 N. Garfield Road,67,Thundera,PHD,L,2,Abril,Abril J. Gonzalez,F,Black,65.61,Gonzalez,J.,H,45.63,NJ,115,47493
8438 N. Becher Road,67,Milwaukee,PHD,S,1,Patrick,Patrick A. Brooks,M,Brown,73.39,Brooks,A.,W,72.0,WI,160,45141
3164 E. Arthur Blvd.,40,Atlantis,HS,E,2,Theresa,Theresa E. Murphy,F,Red,65.85,Murphy,E.,W,53.43,VT,182,76241
1124 S. Clarke Street,51,Braavos,HS,C,7,Camellia,Camellia M. Sullivan,F,Brown,64.97,Sullivan,M.,W,48.36,OR,173,44121
8716 N. 34 Street,58,South Park,4YD,E,1,Jerome,Jerome G. Sullivan,M,Brown,71.9,Sullivan,G.,W,55.0,WA,174,76597
3975 W. 84th Street,23,Olympus,4YD,U,3,Tina,Tina M. Peters,F,Blonde,69.19,Peters,M.,W,39.78,MO,136,43861
9285 N. Washington Avenue,69,Buffalo,2YD,C,1,Jalen,Jalen J. Hawkins,M,Black,73.43,Hawkins,J.,B,55.0,NY,212,20570
7240 N. Cedar Avenue,28,Fresno,2YD,H,0,Jace,Jace J. Simmons,M,Brown,73.32,Simmons,J.,W,56.5,CA,200,73997
9200 N. High Street,22,Tampa,HS,E,3,Beth,Beth I. Pfeifer,F,Black,66.09,Pfeifer,I.,W,57.330000000000005,FL,148,45083
8147 W. Oak Road,23,Balmora,4YD,E,7,Ella,Ella E. Jordan,F,Red,58.16,Jordan,E.,W,44.07,IL,178,30160
3426 S. Holton Avenue,55,Buffalo,2YD,S,0,Jeremy,Jeremy J. Pfeifer,M,Brown,72.27,Pfeifer,J.,W,61.0,NY,159,47238
6058 W. Pearl Street,60,Buffalo,PHD,S,0,Dominica,Dominica M. Ortiz,F,Black,62.15,Ortiz,M.,H,57.72,NY,155,31112
179 S. Park Road,18,Winterfell,HS,C,0,Charmaine,Charmaine M. Cook,F,Black,59.56,Cook,M.,B,44.07,DE,190,44314
6271 W. 91st Street,44,Olympus,GS,E,2,Flo,Flo G. Cly,M,Black,64.7,Cly,G.,I,60.0,GA,141,18390
1011 W. National Avenue,66,Westworld,PHD,S,1,Mika,Mika E. Perry,F,Black,61.28,Perry,E.,I,56.160000000000004,ID,136,13466
1273 S. Becher Street,73,Gotham,2YD,S,0,Lauren,Lauren M. Fox,F,Blonde,59.13,Fox,M.,W,50.7,WY,197,70704
6173 S. Lake Street,62,Oldtown,2YD,H,1,Eric,Eric D. Turner,M,Brown,68.73,Turner,D.,W,55.0,GA,156,27086
7592 E. Arthur Road,33,Dawnstar,GS,H,2,Joaquina,Joaquina R. Ruiz,F,Black,67.87,Ruiz,R.,H,42.9,DE,179,29457
2252 N. Lake Road,63,Chico,GS,E,1,June,June L. Adams,F,Black,63.26,Adams,L.,W,57.72,CA,144,31725
7560 E. Hill Street,28,Waco,HS,S,3,Carlos,Carlos D. Ayala,M,Black,73.37,Ayala,D.,H,61.0,TX,162,12881
1402 E. Park Road,71,Thundera,4YD,E,3,Tracy,Tracy E. Nelson,F,Black,62.94,Nelson,E.,W,50.7,GA,135,67649
4718 E. National Avenue,73,Epicburg,HS,C,1,Dana,Dana J. Murray,F,Black,68.8,Murray,J.,W,47.58,TN,143,93482
6786 W. 17th Blvd.,71,Pythonville,GS,U,2,Darrell,Darrell J. Scott,M,Brown,71.15,Scott,J.,W,60.0,GA,184,31246
2995 S. Lake Street,59,Chico,HS,H,2,Dolores,Dolores B. Olson,F,Red,63.04,Olson,B.,W,47.58,CA,133,20802
3088 N. Pearl Street,42,Thundera,GS,C,2,David,David W. Evans,M,Brown,70.61,Evans,W.,W,62.0,NE,151,69146
4463 W. Lake Road,63,Casper,2YD,S,1,Cameron,Cameron B. Edwards,F,Black,60.51,Edwards,B.,W,41.34,FL,163,24299
5000 E. Park Street,46,King's Landing,2YD,E,2,Aray,Aray J. Ford,M,Black,66.59,Ford,J.,B,60.0,AR,156,19935
9434 S. 34 Street,34,Blackwater,HS,U,1,Bradley,Bradley M. Peterson,M,Brown,67.48,Peterson,M.,W,72.0,NJ,156,94299
6527 S. Wright Street,24,Pythonville,2YD,U,5,Rose,Rose B. Simmons,F,Brown,62.11,Simmons,B.,W,55.38,TN,136,79999
3500 N. Park Street,39,New York,4YD,E,2,Jerry,Jerry A. Adams,M,Blonde,65.7,Adams,A.,W,51.0,NY,167,79779
3205 S. North Street,40,Epicburg,2YD,E,3,Patrick,Patrick A. Hall,M,Blonde,72.29,Hall,A.,W,57.5,MD,191,89446
5183 N. Garfield Road,25,New York,4YD,L,0,Sherry,Sherry N. Marshall,F,Brown,65.1,Marshall,N.,W,46.800000000000004,NY,155,59944
2774 W. Oak Road,41,Waco,2YD,U,1,Marquis,Marquis D. Johnson,M,Black,67.42,Johnson,D.,B,73.5,TX,146,43663
4894 S. 84th Street,75,Balmora,GS,C,2,Camille,Camille A. Kelley,F,Brown,66.49,Kelley,A.,W,39.0,NC,177,52610
2852 W. 91st Street,27,Casper,HS,L,0,Kathryn,Kathryn A. Allen,F,Black,65.51,Allen,A.,W,39.0,FL,160,50973
4817 S. North Street,30,Fresno,MAS,L,0,Keegan,Keegan J. Meyer,M,Brown,72.2,Meyer,J.,W,57.5,CA,143,89794
4015 W. 75th Blvd.,27,Lakeview,GS,S,2,April,April E. Jones,F,Brown,61.84,Jones,E.,W,39.0,GA,174,61633
1533 S. GreenField Avenue,43,Eerie,PHD,S,2,Payton,Payton J. James,M,Brown,67.97,James,J.,W,60.0,AZ,201,19143
8294 E. Cedar Road,25,Blackwater,2YD,S,1,Clendon,Clendon M. White,M,Black,70.13,White,M.,B,73.5,ME,212,77673
2729 W. Hill Avenue,29,Gotham,HS,S,1,Romain,Romain J. Johnson,M,Black,71.73,Johnson,J.,B,71.0,MN,199,74427
8139 N. Pine Road,19,Faketown,HS,H,4,Paula,Paula L. Evans,F,Red,60.36,Evans,L.,W,56.160000000000004,CO,142,29154
5702 N. 75th Street,66,Miami,2YD,E,1,Andrew,Andrew G. Jenkins,M,Brown,67.72,Jenkins,G.,W,73.5,FL,201,66805
7092 S. Washington Road,31,Bedrock,4YD,C,0,Savannah,Savannah H. Hernandez,F,Black,57.94,Hernandez,H.,H,42.9,CO,137,22670
5176 E. Lake Avenue,35,Faketown,MAS,H,2,Greg,Greg J. Meyer,M,Red,64.6,Meyer,J.,W,72.0,AL,203,95310
9426 S. Lake Avenue,38,Valyria,2YD,U,1,Maria,Maria L. Rose,F,Black,68.69,Rose,L.,W,49.92,IL,144,14638
1372 W. Washington Street,23,Oldtown,GS,H,0,Clara,Clara C. Jenkins,F,Black,67.23,Jenkins,C.,W,57.72,AR,163,62960
6705 E. 17th Blvd.,21,King's Landing,HS,S,3,Paula,Paula J. Thompson,F,Brown,56.59,Thompson,J.,W,49.53,MO,130,37776
7495 W. Elm Street,34,Winterfell,HS,C,2,Edna,Edna I. Wilson,F,Blonde,64.26,Wilson,I.,W,39.78,CT,137,68591
6682 N. Cedar Road,51,Eerie,GS,S,0,Edward,Edward D. Kelly,M,Brown,74.12,Kelly,D.,W,53.0,KY,242,29134
2871 N. Becher Road,20,Dawnstar,GS,E,1,Gary,Gary L. Simmons,M,Brown,77.32,Simmons,L.,W,71.0,IL,160,47111
2717 S. Park Road,65,Dawnstar,GS,S,1,Alyssa,Alyssa A. Mason,F,Black,61.98,Mason,A.,B,42.9,MS,136,16174
1779 N. Becher Road,62,Los Angeles,MAS,S,3,Mark,Mark M. Fisher,M,Brown,73.36,Fisher,M.,W,53.0,CA,165,95980
3058 S. Becher Street,61,Sunnydale,GS,S,3,Debra,Debra N. Meyer,F,Brown,67.58,Meyer,N.,W,56.160000000000004,SD,184,74108
7371 S. Washington Blvd.,75,South Park,4YD,H,0,Wilma,Wilma E. Barnes,F,Black,62.8,Barnes,E.,W,48.36,MN,131,71079
3848 S. Becher Road,55,Winterfell,2YD,E,1,Alfred,Alfred J. Brown,M,Brown,73.09,Brown,J.,W,73.5,SC,195,17038
938 W. 91st Blvd.,38,Lakeview,MAS,S,2,Camden,Camden J. Edwards,M,Brown,69.74,Edwards,J.,W,51.0,MT,193,86253
8089 W. Chambers Street,27,South Park,GS,U,2,Yvonne,Yvonne G. Scott,F,Blonde,66.84,Scott,G.,W,46.800000000000004,AK,150,81273
3327 N. Cedar Street,36,Bedrock,MAS,S,0,Kelly,Kelly E. Griffin,F,Brown,58.56,Griffin,E.,W,49.53,WA,181,14061
168 N. Holton Avenue,24,New York,GS,U,2,Julie,Julie E. Cox,F,Black,60.02,Cox,E.,W,57.72,NY,177,79228
1979 N. Elm Blvd.,18,Mordor,HS,E,3,Daniel,Daniel C. Grant,M,Black,63.94,Grant,C.,B,71.0,AZ,170,24416
3856 N. North Street,71,Olympus,2YD,L,3,Serek,Serek L. Nelson,M,Black,66.71,Nelson,L.,B,61.0,ID,189,43933
6051 S. Holton Avenue,69,Balmora,MAS,C,2,Laura,Laura E. Williams,F,Brown,63.27,Williams,E.,W,44.85,IL,129,29509
7957 S. Arthur Road,35,Lakeview,4YD,U,0,Jaylen,Jaylen J. Reed,M,Black,75.12,Reed,J.,B,57.5,WA,176,55163
346 N. Washington Avenue,21,Vice City,2YD,E,0,Carolyn,Carolyn M. Jenkins,F,Black,61.97,Jenkins,M.,W,42.9,MI,149,84672
8255 W. Arthur Street,38,Buffalo,2YD,E,2,Sherry,Sherry I. Robinson,F,Brown,62.88,Robinson,I.,W,47.58,NY,166,68206
6119 W. Park Street,69,Mordor,4YD,S,1,Keagan,Keagan D. Nelson,M,Brown,75.62,Nelson,D.,W,55.0,IL,178,86819
7176 W. Main Street,44,Winterfell,PHD,U,2,Gina,Gina I. Mcdonald,F,Red,65.61,Mcdonald,I.,W,56.160000000000004,PA,150,91617
4008 N. 91st Street,26,Westworld,4YD,E,1,Gladys,Gladys N. Russell,F,Brown,62.35,Russell,N.,W,45.63,NH,112,33854
5853 S. Hill Avenue,60,Smalltown,2YD,C,2,Shaniya,Shaniya M. Spencer,F,Black,65.78,Spencer,M.,I,57.72,ND,125,26975
3364 W. Holton Avenue,41,Chico,GS,C,5,Agnus,Agnus I. Alexander,F,Red,62.12,Alexander,I.,W,39.78,CA,133,52460
366 W. Pine Street,59,South Park,4YD,L,2,Taylor,Taylor D. Moore,F,Black,66.87,Moore,D.,B,44.07,GA,136,12141
3995 E. Main Blvd.,44,Pythonville,MAS,L,1,Anita,Anita R. Moore,F,Blonde,63.23,Moore,R.,W,57.72,CO,140,41590
6325 E. 34 Street,45,Thundera,4YD,U,0,Natalie,Natalie B. Snyder,F,Brown,65.28,Snyder,B.,W,45.63,VA,148,92536
786 N. Garfield Road,56,Blackwater,GS,C,7,Anne,Anne A. Long,F,Blonde,65.06,Long,A.,W,55.38,VA,148,35356
6052 E. Center Street,35,Westworld,HS,U,2,Wanda,Wanda L. Taylor,F,Red,60.86,Taylor,L.,W,44.07,ID,139,83381
7983 W. Locust Blvd.,59,Sacramento,HS,C,2,Nellie,Nellie M. Hill,F,Blonde,70.04,Hill,M.,W,56.160000000000004,CA,179,11571
777 N. Cedar Street,21,Madison,HS,E,1,Gloria,Gloria M. Johnson,F,Brown,62.07,Johnson,M.,W,56.160000000000004,WI,155,72624
2173 S. 17th Street,49,Mordor,2YD,E,3,Frances,Frances H. West,F,Brown,71.37,West,H.,W,47.58,MA,127,51915
5376 N. Arthur Road,32,Eerie,PHD,U,4,Jane,Jane J. Adams,F,Blonde,64.19,Adams,J.,W,42.9,WA,188,32407
1257 E. Oak Street,46,Chico,MAS,E,0,Danica,Danica J. Parker,F,Black,63.6,Parker,J.,W,50.7,CA,146,72912
3195 E. Washington Road,32,Buffalo,4YD,U,1,Kathleen,Kathleen A. Martin,F,Black,64.25,Martin,A.,W,39.0,NY,147,83033
2944 S. Elm Street,31,Mordor,4YD,S,1,Taye,Taye R. Mason,F,Black,68.44,Mason,R.,B,53.43,CO,143,95386
3615 S. Arthur Street,55,Springfield,MAS,C,4,Lynn,Lynn N. Wilson,F,Brown,63.55,Wilson,N.,W,50.7,MA,157,56103
4292 S. Cedar Street,39,Blackwater,MAS,H,3,Jonathan,Jonathan D. Murphy,M,Black,66.41,Murphy,D.,W,62.0,ME,182,50486
1360 S. Townsend Road,63,New York,4YD,H,1,Prudencia,Prudencia E. Cabrera,F,Black,61.56,Cabrera,E.,H,48.36,NY,175,50199
341 S. Cedar Street,59,Racine,PHD,E,3,Nistu,Nistu D. Blackwater,F,Black,63.7,Blackwater,D.,I,42.9,WI,183,62700
1783 W. High Blvd.,75,Midland,GS,C,1,Diane,Diane M. Turner,F,Brown,64.13,Turner,M.,W,44.85,TX,133,88867
9683 S. Washington Avenue,22,Buffalo,HS,E,0,Javier,Javier J. Rose,M,Black,73.13,Rose,J.,W,64.0,NY,150,75321
9434 N. Locust Blvd.,36,Braavos,MAS,U,0,Jace,Jace M. Gibson,M,Brown,69.76,Gibson,M.,W,56.5,MT,142,18630
3980 W. Park Road,26,New York,HS,C,1,Kaysen,Kaysen D. Wells,M,Red,67.77,Wells,D.,W,68.5,NY,180,84849
2159 E. Oak Road,66,Los Angeles,GS,S,3,Kenneth,Kenneth R. Powell,M,Blonde,76.69,Powell,R.,W,68.5,CA,193,80227
922 E. Hill Avenue,22,Bedrock,2YD,L,1,Charlotte,Charlotte M. Kelly,F,Black,61.59,Kelly,M.,W,42.9,IL,153,19424
6137 S. Arthur Road,39,Smalltown,2YD,C,2,Bessie,Bessie M. Meyer,F,Blonde,67.18,Meyer,M.,W,50.7,MS,128,60943
1542 E. Maple Street,72,Fresno,GS,L,2,Roman,Roman L. Turner,M,Black,66.46,Turner,L.,W,74.0,CA,193,26893
3095 N. Hill Avenue,64,Sacramento,HS,U,1,Bryan,Bryan F. Alexander,M,Black,69.51,Alexander,F.,W,61.0,CA,142,67963
2728 E. Washington Road,38,South Park,GS,C,6,Clayton,Clayton A. Hill,M,Black,65.37,Hill,A.,B,51.0,TN,172,22013
7188 W. Becker Blvd.,52,Los Angeles,HS,E,1,Adrian,Adrian H. Richardson,F,Brown,65.66,Richardson,H.,W,56.160000000000004,CA,153,89241
1314 W. Washington Street,47,Sacramento,GS,H,2,Alexia,Alexia I. Collins,F,Red,67.71,Collins,I.,W,39.78,CA,168,79066
815 E. Center Street,18,Orlando,HS,L,3,Thelma,Thelma A. Hansen,F,Blonde,57.8,Hansen,A.,W,42.9,FL,124,72303
4863 S. Pine Blvd.,76,Sunnydale,4YD,S,0,Kelly,Kelly A. Harris,F,Black,67.79,Harris,A.,W,42.9,UT,165,25479
9128 W. Elm Street,43,South Park,MAS,U,2,Catherine,Catherine H. Thomas,F,Brown,66.79,Thomas,H.,W,53.43,SC,198,90977
6842 N. Hill Street,32,Vice City,HS,C,1,Bryson,Bryson E. Cox,M,Black,75.1,Cox,E.,W,53.0,PA,175,88824
3417 W. Washington Avenue,24,Sunnydale,HS,U,2,Alex,Alex S. Sanders,M,Black,73.57,Sanders,S.,W,64.0,VA,164,76131
9261 E. Lake Road,50,Smalltown,MAS,H,2,Holly,Holly H. Butler,F,Blonde,64.1,Butler,H.,W,47.58,CO,174,62627
4305 N. Wright Blvd.,44,San Antonio,HS,C,4,Farah,Farah A. Marshall,F,Black,63.01,Marshall,A.,B,46.800000000000004,TX,185,90812
5118 W. High Street,53,Gotham,HS,C,2,Tierra,Tierra M. Lee,F,Black,68.48,Lee,M.,B,50.7,AZ,121,90785
9160 S. Arthur Blvd.,40,Orlando,HS,C,3,Debbie,Debbie A. King,F,Brown,62.48,King,A.,W,39.78,FL,149,83538
9673 S. 34 Street,52,Oldtown,MAS,L,2,Edward,Edward D. Peterson,M,Brown,70.39,Peterson,D.,W,61.0,KY,183,25795
6492 W. 84th Street,24,Fresno,2YD,S,1,Jazmin,Jazmin E. Patterson,F,Black,62.98,Patterson,E.,B,46.800000000000004,CA,130,85457
510 S. 95th Street,70,Valyria,4YD,H,2,Kaandra,Kaandra M. Wright,F,Black,57.61,Wright,M.,B,42.9,MI,126,46078
1534 W. Cedar Street,29,Eerie,GS,H,2,Ricky,Ricky T. West,M,Brown,69.27,West,T.,W,60.0,NM,141,37915
7185 W. Locust Blvd.,68,Midland,HS,U,0,Minnie,Minnie A. Mcdonald,F,Brown,64.99,Mcdonald,A.,W,44.07,TX,165,41977
5709 E. Washington Avenue,33,Springfield,PHD,E,1,Tanya,Tanya M. Nelson,F,Brown,65.44,Nelson,M.,W,46.800000000000004,OK,140,28422
1562 W. 84th Street,28,Thundera,GS,U,3,Byue,Byue M. Garcia,F,Black,63.19,Garcia,M.,I,57.330000000000005,SC,152,45804
6863 S. Park Road,29,Westworld,GS,U,3,Donna,Donna J. Hill,F,Brown,65.97,Hill,J.,W,55.38,NC,185,19439
2709 S. National Avenue,49,Bedrock,GS,E,5,Anne,Anne R. Watson,F,Brown,63.64,Watson,R.,W,50.7,NE,125,90318
2577 E. Hill Road,45,Balmora,GS,H,3,Tandi,Tandi L. Morris,F,Black,65.69,Morris,L.,B,45.63,NC,130,93788
1743 W. Pearl Street,76,Springfield,4YD,L,1,Robin,Robin L. Kelly,F,Brown,67.26,Kelly,L.,W,42.9,LA,168,71446
2661 E. Washington Road,75,Lake Delton,MAS,E,1,Annette,Annette M. Foster,F,Black,63.57,Foster,M.,W,57.330000000000005,WI,160,45536
169 E. North Blvd.,40,Valyria,4YD,U,0,Aliyah,Aliyah R. White,F,Black,59.99,White,R.,B,45.63,NC,151,93311
4378 N. Townsend Road,75,Atlantis,4YD,H,3,Rashid,Rashid Guirguis,M,Black,77.11,Guirguis, ,A,68.5,KS,158,72644
6294 W. Hill Avenue,45,Olympus,GS,E,0,Sara,Sara L. Young,F,Blonde,67.4,Young,L.,W,49.53,OH,186,88566
1076 N. Park Blvd.,63,Mordor,2YD,H,7,Tadeo,Tadeo D. Dixon,M,Black,59.77,Dixon,D.,B,55.0,NE,180,57130
3194 W. Cedar Street,31,Eerie,2YD,U,2,Richard,Richard F. Thomas,M,Brown,66.08,Thomas,F.,W,55.0,NC,225,47382
5169 W. Cedar Road,39,Gotham,2YD,S,4,Diana,Diana D. Harris,F,Black,67.35,Harris,D.,W,57.330000000000005,MN,156,59710
1468 W. 75th Street,40,Sunnydale,2YD,E,0,Wyatt,Wyatt F. Owens,M,Brown,73.39,Owens,F.,W,57.5,MN,179,35390
8351 W. Pearl Blvd.,52,Fresno,GS,L,0,Daniel,Daniel J. Martin,M,Black,69.29,Martin,J.,B,73.5,CA,171,13648
1377 S. Cedar Street,49,Oldtown,HS,U,2,Heidi,Heidi E. Peterson,F,Red,61.22,Peterson,E.,W,57.72,OR,119,79845
4727 S. Wright Blvd.,33,Epicburg,GS,L,1,Jerry,Jerry D. Patterson,M,Brown,66.14,Patterson,D.,W,53.0,VA,164,43417
131 E. 34 Street,25,Balmora,HS,S,1,Abraham,Abraham J. Butler,M,Brown,70.29,Butler,J.,W,58.5,OR,151,92121
9163 N. GreenField Avenue,23,Blackwater,4YD,S,1,Dedra,Dedra E. Jefferson,F,Black,65.33,Jefferson,E.,B,46.800000000000004,IL,170,41271
2000 N. Locust Street,40,Sacramento,GS,U,2,Jacob,Jacob J. Long,M,Brown,69.16,Long,J.,W,58.5,CA,150,81134
7654 N. Lake Street,75,Fresno,GS,E,2,Gladys,Gladys D. Ross,F,Brown,66.61,Ross,D.,W,47.58,CA,156,49109
8043 N. Garfield Road,74,South Park,MAS,U,0,Heidi,Heidi E. Ryan,F,Brown,67.02,Ryan,E.,W,55.38,PA,116,85186
4205 N. Becker Street,64,Chico,4YD,S,3,Linda,Linda E. Peterson,F,Black,61.64,Peterson,E.,W,44.85,CA,165,49015
8419 S. Wright Street,29,Oldtown,GS,U,1,Karter,Karter C. Turner,M,Black,67.67,Turner,C.,W,53.0,NC,166,92862
4666 S. 84th Blvd.,71,Balmora,4YD,C,0,Abdul Khaliq,Abdul Khaliq Sleiman,M,Black,64.44,Sleiman, ,A,73.5,AZ,148,15220
8497 E. Maple Blvd.,34,Pythonville,GS,L,1,Froila,Froila J. Campos,M,Black,71.14,Campos,J.,H,63.5,ND,219,44075
5958 N. Lake Avenue,34,Sacramento,4YD,S,1,Adrian,Adrian A. Gibson,F,Brown,66.3,Gibson,A.,W,56.160000000000004,CA,152,93949
8052 E. Main Blvd.,46,River West,GS,L,3,Tasiya,Tasiya D. Watkins,F,Black,67.43,Watkins,D.,B,57.72,AZ,135,18221
4103 N. Lake Avenue,21,Oldtown,2YD,S,2,Lisa,Lisa M. Phillips,F,Blonde,72.69,Phillips,M.,W,56.160000000000004,NM,187,34420
6960 N. Center Street,61,New York,4YD,L,2,Hokaratcha,Hokaratcha B. Ross,F,Black,69.71,Ross,B.,I,39.0,NY,137,78375
1240 S. Wright Street,28,Miami,HS,U,3,Candice,Candice G. Harris,F,Black,67.83,Harris,G.,W,46.800000000000004,FL,133,90653
6082 S. Park Road,53,Atlantis,GS,E,1,Lynn,Lynn E. Johnson,F,Brown,64.7,Johnson,E.,W,57.330000000000005,KS,224,71577
2538 W. 84th Street,35,Pythonville,4YD,E,1,Tony,Tony T. Miller,M,Brown,64.96,Miller,T.,W,65.0,AZ,166,35640
4622 E. Lake Avenue,39,Buffalo,GS,H,2,Darnell,Darnell J. Joseph,M,Black,62.35,Joseph,J.,B,72.0,NY,151,43253
